timestamp,equity
2019-08-01,11517.7762
2019-08-02,11544.1122
2019-08-05,11378.3203
2019-08-06,11336.4347
2019-08-07,11359.2752
2019-08-08,11280.5365
2019-08-09,11236.9452
2019-08-12,11155.0143
2019-08-13,11127.8522
2019-08-14,11232.7999
2019-08-15,11197.2391
2019-08-16,11190.0874
2019-08-19,11291.2142
2019-08-20,11374.1787
2019-08-21,11577.2314
2019-08-22,11345.6306
2019-08-23,11453.0577
2019-08-26,11408.1292
2019-08-27,11433.7623
2019-08-28,11539.8356
2019-08-29,11675.2271
2019-08-30,11807.0813
2019-09-02,11836.0213
2019-09-03,12037.1937
2019-09-04,12013.9650
2019-09-05,12007.8401
2019-09-06,12114.6319
2019-09-09,12058.7384
2019-09-10,12330.1693
2019-09-11,12466.9363
2019-09-12,12749.3841
2019-09-13,12757.4686
2019-09-16,12720.0780
2019-09-17,12752.7747
2019-09-18,12857.9310
2019-09-19,12793.9721
2019-09-20,12854.0656
2019-09-23,12863.4743
2019-09-24,13082.8842
2019-09-25,13007.9583
2019-09-26,13155.7497
2019-09-27,13082.8848
2019-09-30,12968.9808
2019-10-01,12888.5343
2019-10-02,12746.7364
2019-10-03,12776.8634
2019-10-04,12920.1253
2019-10-07,12952.9831
2019-10-08,13045.5096
2019-10-09,13270.1760
2019-10-10,13317.9521
2019-10-11,13355.9299
2019-10-14,13331.2132
2019-10-15,13128.8131
2019-10-16,13240.3737
2019-10-17,13019.7281
2019-10-18,13116.4226
2019-10-21,13126.3490
2019-10-22,13286.0680
2019-10-23,13289.0215
2019-10-24,13191.5864
2019-10-25,13250.6728
2019-10-28,13188.3634
2019-10-29,13176.3677
2019-10-30,13193.7434
2019-10-31,13187.8657
2019-11-01,13174.8358
2019-11-04,13077.0198
2019-11-05,13064.0561
2019-11-06,12796.4597
2019-11-07,12787.8436
2019-11-08,12646.1471
2019-11-11,12799.1989
2019-11-12,12973.2586
2019-11-13,12731.8229
2019-11-14,12761.7321
2019-11-15,12757.0914
2019-11-18,12635.0423
2019-11-19,12713.5885
2019-11-20,12666.3334
2019-11-21,12453.8431
2019-11-22,12431.8401
2019-11-25,12424.5981
2019-11-26,12449.0039
2019-11-27,12306.9318
2019-11-28,12393.7794
2019-11-29,12496.0848
2019-12-02,12364.1477
2019-12-03,12293.8136
2019-12-04,12295.0015
2019-12-05,12236.4864
2019-12-06,12460.8736
2019-12-09,12498.0534
2019-12-10,12382.9985
2019-12-11,12296.5517
2019-12-12,12300.5517
2019-12-13,12594.0157
2019-12-16,12582.8997
2019-12-17,12610.2645
2019-12-18,12686.4362
2019-12-19,12692.7635
2019-12-20,12993.6658
2019-12-23,12936.2956
2019-12-24,13044.2106
2019-12-25,13076.8782
2019-12-26,13169.8805
2019-12-27,13026.7709
2019-12-30,13268.8230
2019-12-31,13264.6397
2020-01-01,13281.1095
2020-01-02,13168.8873
2020-01-03,13084.6465
2020-01-06,13170.2514
2020-01-07,13312.0292
2020-01-08,13424.2835
2020-01-09,13598.6609
2020-01-10,13708.0606
2020-01-13,13724.2995
2020-01-14,13851.4587
2020-01-15,13946.1477
2020-01-16,13944.6728
2020-01-17,14058.4715
2020-01-20,14251.8735
2020-01-21,14298.1310
2020-01-22,14260.0687
2020-01-23,14375.3915
2020-01-24,14661.5655
2020-01-27,14643.8892
2020-01-28,14643.5510
2020-01-29,14636.7568
2020-01-30,14828.9399
2020-01-31,14569.8490
2020-02-03,14636.2649
2020-02-04,14823.9405
2020-02-05,14716.7066
2020-02-06,14949.0801
2020-02-07,15042.5580
2020-02-10,14973.5073
2020-02-11,15017.5503
2020-02-12,14800.6230
2020-02-13,14730.2355
2020-02-14,15012.6000
2020-02-17,14891.9281
2020-02-18,15180.0231
2020-02-19,15181.3022
2020-02-20,15345.9682
2020-02-21,15366.5160
2020-02-24,15035.9082
2020-02-25,14963.3372
2020-02-26,15005.2126
2020-02-27,14846.0149
2020-02-28,14659.3395
2020-03-02,14726.2133
2020-03-03,14643.8327
2020-03-04,14408.6780
2020-03-05,14323.0739
2020-03-06,14459.2487
2020-03-09,14403.7619
2020-03-10,14551.3677
2020-03-11,14786.7031
2020-03-12,14804.8190
2020-03-13,14650.8958
2020-03-16,14473.3907
2020-03-17,14482.6169
2020-03-18,14623.2512
2020-03-19,14675.7509
2020-03-20,14769.2732
2020-03-23,14717.0871
2020-03-24,14774.5460
2020-03-25,14718.2094
2020-03-26,14683.5318
2020-03-27,14506.9996
2020-03-30,14291.9749
2020-03-31,14235.9566
2020-04-01,14091.0916
2020-04-02,13968.6758
2020-04-03,14074.9841
2020-04-06,14072.5799
2020-04-07,14495.3380
2020-04-08,14642.6602
2020-04-09,14563.1231
2020-04-10,14689.5320
2020-04-13,14755.1654
2020-04-14,14667.2717
2020-04-15,14842.1928
2020-04-16,14740.4751
2020-04-17,14302.9216
2020-04-20,14429.3686
2020-04-21,14353.2885
2020-04-22,14579.5017
2020-04-23,14497.9043
2020-04-24,14339.6808
2020-04-27,14574.6309
2020-04-28,14430.9982
2020-04-29,14473.3378
2020-04-30,14696.1878
2020-05-01,14726.2411
2020-05-04,14727.6276
2020-05-05,14755.9670
2020-05-06,14893.0578
2020-05-07,14786.3026
2020-05-08,14889.9015
2020-05-11,14989.2283
2020-05-12,15352.3742
2020-05-13,15314.5267
2020-05-14,15188.2079
2020-05-15,15313.6149
2020-05-18,15266.5781
2020-05-19,15324.4561
2020-05-20,15358.5648
2020-05-21,15551.8360
2020-05-22,15463.6824
2020-05-25,15463.3299
2020-05-26,15082.6053
2020-05-27,14961.9273
2020-05-28,15205.2589
2020-05-29,15115.3189
2020-06-01,15022.8922
2020-06-02,14853.4479
2020-06-03,14952.9414
2020-06-04,14993.0138
2020-06-05,14828.5604
2020-06-08,14940.8794
2020-06-09,14993.1883
2020-06-10,15119.7358
2020-06-11,15036.3536
2020-06-12,15311.2194
2020-06-15,15387.7553
2020-06-16,15383.6176
2020-06-17,15317.6473
2020-06-18,15293.9314
2020-06-19,15439.0390
2020-06-22,15411.4083
2020-06-23,15591.4357
2020-06-24,15696.0038
2020-06-25,15921.4761
2020-06-26,16065.4228
2020-06-29,16069.7703
2020-06-30,15777.4065
2020-07-01,15838.7129
2020-07-02,15977.9472
2020-07-03,16018.3542
2020-07-06,16121.9019
2020-07-07,16060.3775
2020-07-08,16013.7257
2020-07-09,15877.2265
2020-07-10,16107.7480
2020-07-13,16147.7587
2020-07-14,16082.7662
2020-07-15,15883.0420
2020-07-16,15872.9869
2020-07-17,16116.2612
2020-07-20,16205.2103
2020-07-21,16102.3848
2020-07-22,16347.0597
2020-07-23,16595.2915
2020-07-24,16772.9899
2020-07-27,16920.3938
2020-07-28,17131.1629
2020-07-29,17239.6476
2020-07-30,17388.7707
2020-07-31,17268.7838
2020-08-03,17543.2811
2020-08-04,17599.6266
2020-08-05,17971.7200
2020-08-06,17620.8674
2020-08-07,17761.0254
2020-08-10,17951.3279
2020-08-11,17905.9232
2020-08-12,18003.0528
2020-08-13,18153.9772
2020-08-14,18275.1335
2020-08-17,18192.9576
2020-08-18,18183.5086
2020-08-19,18385.1709
2020-08-20,18636.5550
2020-08-21,18671.7738
2020-08-24,18702.9617
2020-08-25,18757.2932
2020-08-26,18968.8126
2020-08-27,18785.9460
2020-08-28,18553.1757
2020-08-31,18592.9380
2020-09-01,18403.9354
2020-09-02,18312.4477
2020-09-03,18344.7318
2020-09-04,18449.7563
2020-09-07,18268.5627
2020-09-08,18431.4462
2020-09-09,18121.1133
2020-09-10,18236.2577
2020-09-11,17964.9511
2020-09-14,17752.0802
2020-09-15,17882.0648
2020-09-16,17825.4927
2020-09-17,17699.7235
2020-09-18,17636.9290
2020-09-21,17734.8197
2020-09-22,17741.1959
2020-09-23,17751.9502
2020-09-24,17955.1703
2020-09-25,17842.7008
2020-09-28,17774.5535
2020-09-29,17697.6910
2020-09-30,17920.4912
2020-10-01,18114.2844
2020-10-02,18363.7319
2020-10-05,18374.0614
2020-10-06,18361.7871
2020-10-07,18534.8970
2020-10-08,18478.4747
2020-10-09,18648.5998
2020-10-12,18800.4540
2020-10-13,18686.0874
2020-10-14,18687.3591
2020-10-15,18681.8928
2020-10-16,19022.5273
2020-10-19,19531.9170
2020-10-20,19529.9780
2020-10-21,19550.3018
2020-10-22,19121.8404
2020-10-23,19179.4990
2020-10-26,19195.4116
2020-10-27,19006.7507
2020-10-28,19173.1727
2020-10-29,18890.2239
2020-10-30,18866.6389
2020-11-02,18909.8165
2020-11-03,18690.6517
2020-11-04,18867.6037
2020-11-05,19083.7438
2020-11-06,18836.3381
2020-11-09,18588.1056
2020-11-10,18716.7835
2020-11-11,18727.9206
2020-11-12,18517.9051
2020-11-13,18479.9014
2020-11-16,18476.6643
2020-11-17,18466.8645
2020-11-18,18636.2959
2020-11-19,18724.6689
2020-11-20,19072.8473
2020-11-23,19352.1426
2020-11-24,19500.8587
2020-11-25,19728.4492
2020-11-26,20007.3739
2020-11-27,20166.6316
2020-11-30,19937.5906
2020-12-01,20126.8815
2020-12-02,20159.5419
2020-12-03,20504.0304
2020-12-04,20541.6500
2020-12-07,20668.1850
2020-12-08,20754.9170
2020-12-09,21122.5333
2020-12-10,21178.9690
2020-12-11,21140.9443
2020-12-14,21225.3161
2020-12-15,21151.1319
2020-12-16,21204.4410
2020-12-17,21221.9406
2020-12-18,21298.6839
2020-12-21,21727.4869
2020-12-22,21658.8953
2020-12-23,21686.3963
2020-12-24,21662.6515
2020-12-25,21827.8534
2020-12-28,21589.5861
2020-12-29,21459.4593
2020-12-30,21470.2985
2020-12-31,21606.8814
2021-01-01,21616.3276
2021-01-04,21527.6388
2021-01-05,21360.4062
2021-01-06,21488.9430
2021-01-07,21818.1963
2021-01-08,21908.2783
2021-01-11,21969.2129
2021-01-12,22086.5006
2021-01-13,21898.1794
2021-01-14,21849.6366
2021-01-15,21810.7603
2021-01-18,21894.7842
2021-01-19,21907.4776
2021-01-20,21660.7117
2021-01-21,21923.9390
2021-01-22,22314.7131
2021-01-25,22276.0647
2021-01-26,22384.9592
2021-01-27,22464.9097
2021-01-28,22661.4021
2021-01-29,22346.4577
2021-02-01,22727.0201
2021-02-02,22641.1455
2021-02-03,22947.7578
2021-02-04,22986.9230
2021-02-05,22918.0644
2021-02-08,22906.5016
2021-02-09,23132.6284
2021-02-10,22953.7493
2021-02-11,22888.2903
2021-02-12,22798.5269
2021-02-15,22427.9486
2021-02-16,22739.7925
2021-02-17,22891.8964
2021-02-18,22907.6197
2021-02-19,23194.8040
2021-02-22,22993.8373
2021-02-23,22997.6428
2021-02-24,23415.1427
2021-02-25,23665.6066
2021-02-26,23160.2393
2021-03-01,22409.3655
2021-03-02,22196.9463
2021-03-03,22452.4960
2021-03-04,22366.6274
2021-03-05,22338.0554
2021-03-08,22494.0356
2021-03-09,22315.1625
2021-03-10,22382.7502
2021-03-11,22580.1881
2021-03-12,22705.9627
2021-03-15,22816.3013
2021-03-16,22699.4713
2021-03-17,22836.6413
2021-03-18,22759.5379
2021-03-19,23077.0214
2021-03-22,23690.8916
2021-03-23,23536.9231
2021-03-24,23046.2954
2021-03-25,22968.9890
2021-03-26,23076.2186
2021-03-29,23339.3178
2021-03-30,23612.1580
2021-03-31,23448.3011
2021-04-01,23283.4044
2021-04-02,23599.4302
2021-04-05,23362.8725
2021-04-06,23638.6084
2021-04-07,23606.2500
2021-04-08,23808.4148
2021-04-09,23997.9690
2021-04-12,24205.9480
2021-04-13,24426.3254
2021-04-14,24206.6372
2021-04-15,24300.4430
2021-04-16,24325.7112
2021-04-19,24422.6268
2021-04-20,24745.7988
2021-04-21,24700.9822
2021-04-22,24547.3493
2021-04-23,24390.7089
2021-04-26,24336.8497
2021-04-27,24541.9146
2021-04-28,24364.0310
2021-04-29,24668.4006
2021-04-30,24762.2519
2021-05-03,24728.5477
2021-05-04,24421.5055
2021-05-05,24503.3012
2021-05-06,24694.7870
2021-05-07,24280.9602
2021-05-10,24592.2323
2021-05-11,25019.5831
2021-05-12,25126.7925
2021-05-13,25272.9754
2021-05-14,25905.7336
2021-05-17,26248.1791
2021-05-18,26036.1576
2021-05-19,26055.2563
2021-05-20,26037.8173
2021-05-21,26021.9663
2021-05-24,25430.1571
2021-05-25,25645.5518
2021-05-26,25505.3383
2021-05-27,25570.0329
2021-05-28,25558.2351
2021-05-31,25803.8741
2021-06-01,25750.7675
2021-06-02,25569.1143
2021-06-03,25728.2623
2021-06-04,26112.8704
2021-06-07,26052.8602
2021-06-08,26433.2184
2021-06-09,26526.3118
2021-06-10,26408.8720
2021-06-11,26835.4169
2021-06-14,26639.8870
2021-06-15,26934.0042
2021-06-16,26824.0634
2021-06-17,26968.9720
2021-06-18,26660.4069
2021-06-21,26461.0957
2021-06-22,26766.7352
2021-06-23,26841.1780
2021-06-24,26875.6133
2021-06-25,26781.6002
2021-06-28,26925.2783
2021-06-29,26573.2924
2021-06-30,26299.6047
2021-07-01,26281.7761
2021-07-02,26086.1659
2021-07-05,25926.8854
2021-07-06,25931.6810
2021-07-07,25919.3579
2021-07-08,25885.0130
2021-07-09,26339.3663
2021-07-12,26629.3827
2021-07-13,26980.8199
2021-07-14,26997.5043
2021-07-15,26885.5499
2021-07-16,26518.8581
2021-07-19,26450.4030
2021-07-20,25922.4647
2021-07-21,25794.4748
2021-07-22,26014.8212
2021-07-23,26460.0728
2021-07-26,26739.3871
2021-07-27,26533.0659
2021-07-28,26687.6525
2021-07-29,26501.0620
2021-07-30,26743.0098
2021-08-02,26737.2971
2021-08-03,26990.8202
2021-08-04,27709.5576
2021-08-05,27990.1236
2021-08-06,28668.1703
2021-08-09,28744.8411
2021-08-10,28675.9346
2021-08-11,29084.1952
2021-08-12,29611.8862
2021-08-13,29474.1866
2021-08-16,29523.3000
2021-08-17,29126.3505
2021-08-18,29094.2982
2021-08-19,29378.9371
2021-08-20,29379.9992
2021-08-23,29239.2043
2021-08-24,28854.0538
2021-08-25,28986.2788
2021-08-26,29243.5438
2021-08-27,29444.3010
2021-08-30,29545.9768
2021-08-31,29196.1331
2021-09-01,29736.7896
2021-09-02,29746.7406
2021-09-03,29730.4405
2021-09-06,29975.1007
2021-09-07,29353.6611
2021-09-08,29361.1559
2021-09-09,29347.4179
2021-09-10,29483.0861
2021-09-13,29906.8051
2021-09-14,30074.9412
2021-09-15,29551.0062
2021-09-16,29477.4015
2021-09-17,29564.5165
2021-09-20,29634.6339
2021-09-21,29281.6075
2021-09-22,28820.7857
2021-09-23,29004.9537
2021-09-24,29130.7003
2021-09-27,29150.7128
2021-09-28,28673.9756
2021-09-29,29208.4730
2021-09-30,28387.6466
2021-10-01,28309.8368
2021-10-04,28927.3172
2021-10-05,28907.8128
2021-10-06,29000.9162
2021-10-07,28685.0538
2021-10-08,29100.5969
2021-10-11,28750.6265
2021-10-12,28849.6492
2021-10-13,28914.5336
2021-10-14,28636.7446
2021-10-15,28916.5197
2021-10-18,28533.0988
2021-10-19,28363.7593
2021-10-20,28381.1456
2021-10-21,28289.6171
2021-10-22,28447.4185
2021-10-25,28735.8909
2021-10-26,28677.3347
2021-10-27,28547.8663
2021-10-28,28425.9731
2021-10-29,28347.6328
2021-11-01,28602.6620
2021-11-02,28566.1693
2021-11-03,28708.3259
2021-11-04,28707.9949
2021-11-05,28491.4031
2021-11-08,28763.1312
2021-11-09,28490.4449
2021-11-10,28517.8521
2021-11-11,28967.5854
2021-11-12,28677.0095
2021-11-15,28686.9924
2021-11-16,28258.1846
2021-11-17,28139.6652
2021-11-18,27744.4156
2021-11-19,27669.0653
2021-11-22,27545.0256
2021-11-23,27606.1677
2021-11-24,28068.3780
2021-11-25,28173.0687
2021-11-26,28383.8524
2021-11-29,28395.0067
2021-11-30,28351.1298
2021-12-01,28140.2025
2021-12-02,27658.7639
2021-12-03,27702.6364
2021-12-06,28178.8789
2021-12-07,28338.4559
2021-12-08,28212.6362
2021-12-09,28703.3686
2021-12-10,28605.0241
2021-12-13,28453.7494
2021-12-14,28134.3007
2021-12-15,27888.9553
2021-12-16,27845.3473
2021-12-17,28427.0424
2021-12-20,28394.0169
2021-12-21,28126.6826
2021-12-22,27981.7125
2021-12-23,27944.5355
2021-12-24,27491.3444
2021-12-27,27550.8985
2021-12-28,27768.7348
2021-12-29,27882.8121
2021-12-30,28075.4078
2021-12-31,27738.6301
2022-01-03,27292.4287
2022-01-04,27667.8564
2022-01-05,27995.5355
2022-01-06,27589.5262
2022-01-07,27671.2965
2022-01-10,27703.2646
2022-01-11,27879.1488
2022-01-12,27962.3921
2022-01-13,27847.1502
2022-01-14,27926.5860
2022-01-17,27995.5778
2022-01-18,28007.1602
2022-01-19,27513.5568
2022-01-20,26714.2327
2022-01-21,26527.1826
2022-01-24,26117.3982
2022-01-25,26206.8665
2022-01-26,26418.1192
2022-01-27,26511.4057
2022-01-28,26437.2989
2022-01-31,26479.7257
2022-02-01,26812.6662
2022-02-02,26641.3847
2022-02-03,26911.0740
2022-02-04,27125.7212
2022-02-07,27221.1181
2022-02-08,27640.8487
2022-02-09,27467.3143
2022-02-10,27750.9160
2022-02-11,27518.0992
2022-02-14,27331.7930
2022-02-15,27066.7536
2022-02-16,27211.7858
2022-02-17,26980.5509
2022-02-18,27018.9064
2022-02-21,26736.0963
2022-02-22,27045.2345
2022-02-23,27566.1726
2022-02-24,27653.3028
2022-02-25,28132.6356
2022-02-28,28315.6845
2022-03-01,28955.4236
2022-03-02,29010.3561
2022-03-03,28580.8800
2022-03-04,29032.6248
2022-03-07,29022.0664
2022-03-08,28747.5627
2022-03-09,28584.7750
2022-03-10,28145.6181
2022-03-11,28123.7484
2022-03-14,27847.7803
2022-03-15,28286.1546
2022-03-16,28499.5714
2022-03-17,28052.0124
2022-03-18,27653.8499
2022-03-21,27521.9477
2022-03-22,27016.9087
2022-03-23,27011.5578
2022-03-24,27024.1322
2022-03-25,26839.6097
2022-03-28,26717.0884
2022-03-29,26874.4127
2022-03-30,27280.6691
2022-03-31,27713.2513
2022-04-01,27747.7014
2022-04-04,28010.1527
2022-04-05,27828.5474
2022-04-06,27968.2339
2022-04-07,27725.0020
2022-04-08,27952.2287
2022-04-11,27631.2250
2022-04-12,27389.4288
2022-04-13,27411.7937
2022-04-14,27589.1451
2022-04-15,27217.1952
2022-04-18,27095.6327
2022-04-19,27156.6388
2022-04-20,27243.2811
2022-04-21,27039.2836
2022-04-22,27089.8153
2022-04-25,27041.8021
2022-04-26,27445.7605
2022-04-27,27623.3066
2022-04-28,27282.4087
2022-04-29,26706.3250
2022-05-02,26757.0355
2022-05-03,27097.4076
2022-05-04,27168.8743
2022-05-05,27432.9737
2022-05-06,27324.7031
2022-05-09,26976.6080
2022-05-10,27202.8322
2022-05-11,27254.2298
2022-05-12,27465.0912
2022-05-13,27110.3614
2022-05-16,27183.9805
2022-05-17,27038.4100
2022-05-18,27280.8334
2022-05-19,27146.9698
2022-05-20,27006.5128
2022-05-23,26872.6360
2022-05-24,27236.4154
2022-05-25,27268.7898
2022-05-26,27086.0897
2022-05-27,26833.4891
2022-05-30,26577.4647
2022-05-31,26990.1138
2022-06-01,26524.5952
2022-06-02,26322.9134
2022-06-03,26514.5154
2022-06-06,26850.8508
2022-06-07,26835.2029
2022-06-08,27070.1494
2022-06-09,27300.1420
2022-06-10,27593.9426
2022-06-13,27631.5849
2022-06-14,28113.7473
2022-06-15,28199.8106
2022-06-16,28661.7799
2022-06-17,28377.2291
2022-06-20,28675.3640
2022-06-21,28347.0205
2022-06-22,27954.2488
2022-06-23,28126.3070
2022-06-24,27926.6821
2022-06-27,28085.0246
2022-06-28,27818.4255
2022-06-29,28299.7887
2022-06-30,28338.1103
2022-07-01,28053.5181
2022-07-04,28139.2663
2022-07-05,28424.6209
2022-07-06,28243.5885
2022-07-07,28427.6660
2022-07-08,29048.3408
2022-07-11,29340.4177
2022-07-12,29378.3396
2022-07-13,29252.1521
2022-07-14,29462.5154
2022-07-15,29057.5810
2022-07-18,28215.9345
2022-07-19,28068.2532
2022-07-20,27804.8421
2022-07-21,28330.3090
2022-07-22,28411.3016
2022-07-25,28173.1003
2022-07-26,27887.0848
2022-07-27,28067.8326
2022-07-28,27876.6314
2022-07-29,27756.1205
2022-08-01,27772.6715
2022-08-02,27839.4267
2022-08-03,27909.1772
2022-08-04,27984.3706
2022-08-05,28392.3356
2022-08-08,28920.0580
2022-08-09,28487.7279
2022-08-10,29267.2328
2022-08-11,29351.8533
2022-08-12,29764.2058
2022-08-15,29592.1042
2022-08-16,29736.3102
2022-08-17,29848.5667
2022-08-18,29930.9877
2022-08-19,30235.0010
2022-08-22,30475.5916
2022-08-23,30219.1654
2022-08-24,30233.2408
2022-08-25,30503.3636
2022-08-26,30763.2266
2022-08-29,30710.6309
2022-08-30,30675.1263
2022-08-31,30678.5892
2022-09-01,30390.4898
2022-09-02,30049.4386
2022-09-05,30570.6828
2022-09-06,30500.4226
2022-09-07,30579.9322
2022-09-08,30401.7375
2022-09-09,30846.4475
2022-09-12,31437.9695
2022-09-13,31420.8091
2022-09-14,31634.3904
2022-09-15,31447.8564
2022-09-16,32054.9094
2022-09-19,32404.6740
2022-09-20,32186.0660
2022-09-21,32640.9109
2022-09-22,32812.3589
2022-09-23,33002.2459
2022-09-26,33174.5991
2022-09-27,33007.3088
2022-09-28,32883.8505
2022-09-29,33142.3862
2022-09-30,33180.0040
2022-10-03,32919.2719
2022-10-04,33641.3065
2022-10-05,33625.1199
2022-10-06,33491.1546
2022-10-07,33311.2463
2022-10-10,33594.5379
2022-10-11,33975.7236
2022-10-12,34113.4595
2022-10-13,34464.2909
2022-10-14,34002.4191
2022-10-17,33929.9480
2022-10-18,33823.9602
2022-10-19,33878.9839
2022-10-20,34097.6121
2022-10-21,33455.4018
2022-10-24,34553.1643
2022-10-25,34306.9191
2022-10-26,34477.9693
2022-10-27,34816.0831
2022-10-28,35165.3727
2022-10-31,35303.0555
2022-11-01,34328.3245
2022-11-02,34005.8379
2022-11-03,34313.6059
2022-11-04,34046.9026
2022-11-07,33735.9175
2022-11-08,32988.6820
2022-11-09,33436.1962
2022-11-10,33652.3704
2022-11-11,33396.9575
2022-11-14,33396.6445
2022-11-15,33406.3197
2022-11-16,33075.8752
2022-11-17,33026.5609
2022-11-18,33151.1528
2022-11-21,33374.5122
2022-11-22,33836.9710
2022-11-23,33886.7276
2022-11-24,33769.5638
2022-11-25,33944.4716
2022-11-28,33769.5019
2022-11-29,33385.0693
2022-11-30,33804.3248
2022-12-01,33713.1672
2022-12-02,33791.3442
2022-12-05,34048.1937
2022-12-06,33708.5622
2022-12-07,33961.7373
2022-12-08,34151.9257
2022-12-09,34155.7865
2022-12-12,34327.8731
2022-12-13,34105.5743
2022-12-14,33390.5073
2022-12-15,33332.2672
2022-12-16,33064.7372
2022-12-19,33387.7822
2022-12-20,33512.2653
2022-12-21,33370.9737
2022-12-22,33422.8973
2022-12-23,33911.2344
2022-12-26,34332.7735
2022-12-27,34496.5073
2022-12-28,34682.2801
2022-12-29,34623.1787
2022-12-30,34615.2627
2023-01-02,34856.4166
2023-01-03,34852.1695
2023-01-04,34993.7163
2023-01-05,34640.6563
2023-01-06,34099.4573
2023-01-09,33556.3583
2023-01-10,33445.1975
2023-01-11,33924.8989
2023-01-12,34362.3929
2023-01-13,34056.0764
2023-01-16,33561.9885
2023-01-17,33863.6764
2023-01-18,34056.3559
2023-01-19,33626.1330
2023-01-20,34017.3942
2023-01-23,34112.7267
2023-01-24,34600.3517
2023-01-25,34755.3518
2023-01-26,35101.4940
2023-01-27,35251.3228
2023-01-30,34952.5161
2023-01-31,34907.8152
2023-02-01,34707.7868
2023-02-02,35032.3922
2023-02-03,34719.9857
2023-02-06,34223.6869
2023-02-07,34492.9625
2023-02-08,34924.4457
2023-02-09,35465.7429
2023-02-10,35890.1967
2023-02-13,35386.1207
2023-02-14,35176.0114
