timestamp,symbol,open,high,low,close,volume,provider,interval
2020-02-17T00:00:00+00:00,SPY,101.0211,101.2232,100.7184,100.9202,1000000,synthetic,1d
2020-02-18T00:00:00+00:00,SPY,101.003,101.205,100.7477,100.9496,1000000,synthetic,1d
2020-02-19T00:00:00+00:00,SPY,100.9354,101.1806,100.7336,100.9787,1000000,synthetic,1d
2020-02-20T00:00:00+00:00,SPY,100.9073,101.2095,100.7055,101.0075,1000000,synthetic,1d
2020-02-21T00:00:00+00:00,SPY,100.971,101.2381,100.769,101.036,1000000,synthetic,1d
2020-02-24T00:00:00+00:00,SPY,101.0941,101.2963,100.862,101.0642,1000000,synthetic,1d
2020-02-25T00:00:00+00:00,SPY,101.1894,101.3918,100.8898,101.092,1000000,synthetic,1d
2020-02-26T00:00:00+00:00,SPY,101.1947,101.3971,100.9171,101.1193,1000000,synthetic,1d
2020-02-27T00:00:00+00:00,SPY,101.1303,101.3486,100.928,101.1463,1000000,synthetic,1d
2020-02-28T00:00:00+00:00,SPY,101.0801,101.3752,100.8779,101.1728,1000000,synthetic,1d
2020-03-02T00:00:00+00:00,SPY,101.1147,101.4013,100.9125,101.1989,1000000,synthetic,1d
2020-03-03T00:00:00+00:00,SPY,101.2262,101.4287,101.022,101.2244,1000000,synthetic,1d
2020-03-04T00:00:00+00:00,SPY,101.3356,101.5383,101.047,101.2495,1000000,synthetic,1d
2020-03-05T00:00:00+00:00,SPY,101.3653,101.5681,101.0715,101.274,1000000,synthetic,1d
2020-03-06T00:00:00+00:00,SPY,101.3105,101.5131,101.0954,101.298,1000000,synthetic,1d
2020-03-09T00:00:00+00:00,SPY,101.2436,101.5241,101.0411,101.3214,1000000,synthetic,1d
2020-03-10T00:00:00+00:00,SPY,101.2476,101.547,101.0451,101.3443,1000000,synthetic,1d
2020-03-11T00:00:00+00:00,SPY,101.34,101.5693,101.1373,101.3666,1000000,synthetic,1d
2020-03-12T00:00:00+00:00,SPY,101.4562,101.6591,101.1855,101.3883,1000000,synthetic,1d
2020-03-13T00:00:00+00:00,SPY,101.5094,101.7125,101.2066,101.4094,1000000,synthetic,1d
2020-03-16T00:00:00+00:00,SPY,101.4701,101.673,101.2271,101.4299,1000000,synthetic,1d
2020-03-17T00:00:00+00:00,SPY,101.3932,101.6527,101.1904,101.4498,1000000,synthetic,1d
2020-03-18T00:00:00+00:00,SPY,101.3677,101.6721,101.165,101.4692,1000000,synthetic,1d
2020-03-19T00:00:00+00:00,SPY,101.435,101.6909,101.2321,101.4879,1000000,synthetic,1d
2020-03-20T00:00:00+00:00,SPY,101.5504,101.7535,101.3031,101.5061,1000000,synthetic,1d
2020-03-23T00:00:00+00:00,SPY,101.6245,101.8277,101.3206,101.5237,1000000,synthetic,1d
2020-03-24T00:00:00+00:00,SPY,101.6054,101.8086,101.3376,101.5407,1000000,synthetic,1d
2020-03-25T00:00:00+00:00,SPY,101.5262,101.7603,101.3232,101.5572,1000000,synthetic,1d
2020-03-26T00:00:00+00:00,SPY,101.475,101.7763,101.272,101.5731,1000000,synthetic,1d
2020-03-27T00:00:00+00:00,SPY,101.5134,101.7917,101.3104,101.5885,1000000,synthetic,1d
2020-03-30T00:00:00+00:00,SPY,101.6204,101.8236,101.4002,101.6034,1000000,synthetic,1d
2020-03-31T00:00:00+00:00,SPY,101.7113,101.9147,101.4146,101.6178,1000000,synthetic,1d
2020-04-01T00:00:00+00:00,SPY,101.7157,101.9192,101.4284,101.6317,1000000,synthetic,1d
2020-04-02T00:00:00+00:00,SPY,101.6425,101.8485,101.4392,101.6452,1000000,synthetic,1d
2020-04-03T00:00:00+00:00,SPY,101.5712,101.8615,101.3681,101.6582,1000000,synthetic,1d
2020-04-06T00:00:00+00:00,SPY,101.5796,101.8742,101.3764,101.6709,1000000,synthetic,1d
2020-04-07T00:00:00+00:00,SPY,101.6714,101.8865,101.4681,101.6831,1000000,synthetic,1d
2020-04-08T00:00:00+00:00,SPY,101.7737,101.9773,101.4916,101.695,1000000,synthetic,1d
2020-04-09T00:00:00+00:00,SPY,101.8034,102.007,101.5032,101.7066,1000000,synthetic,1d
2020-04-10T00:00:00+00:00,SPY,101.7437,101.9472,101.5145,101.7179,1000000,synthetic,1d
2020-04-13T00:00:00+00:00,SPY,101.6601,101.9324,101.4568,101.729,1000000,synthetic,1d
2020-04-14T00:00:00+00:00,SPY,101.6396,101.9433,101.4363,101.7398,1000000,synthetic,1d
2020-04-15T00:00:00+00:00,SPY,101.711,101.9539,101.5076,101.7504,1000000,synthetic,1d
2020-04-16T00:00:00+00:00,SPY,101.8185,102.0221,101.5574,101.7609,1000000,synthetic,1d
2020-04-17T00:00:00+00:00,SPY,101.873,102.0767,101.5677,101.7712,1000000,synthetic,1d
2020-04-20T00:00:00+00:00,SPY,101.8338,102.0375,101.5779,101.7815,1000000,synthetic,1d
2020-04-21T00:00:00+00:00,SPY,101.7465,101.9953,101.543,101.7917,1000000,synthetic,1d
2020-04-22T00:00:00+00:00,SPY,101.7007,102.0055,101.4973,101.8019,1000000,synthetic,1d
2020-04-23T00:00:00+00:00,SPY,101.7479,102.0157,101.5445,101.8121,1000000,synthetic,1d
2020-04-24T00:00:00+00:00,SPY,101.8542,102.0579,101.6187,101.8223,1000000,synthetic,1d
2020-04-27T00:00:00+00:00,SPY,101.9313,102.1351,101.629,101.8327,1000000,synthetic,1d
2020-04-28T00:00:00+00:00,SPY,101.9178,102.1216,101.6394,101.8431,1000000,synthetic,1d
2020-04-29T00:00:00+00:00,SPY,101.8358,102.0574,101.6321,101.8537,1000000,synthetic,1d
2020-04-30T00:00:00+00:00,SPY,101.7704,102.0682,101.5669,101.8645,1000000,synthetic,1d
2020-05-01T00:00:00+00:00,SPY,101.7918,102.0793,101.5882,101.8755,1000000,synthetic,1d
2020-05-04T00:00:00+00:00,SPY,101.8904,102.0942,101.683,101.8868,1000000,synthetic,1d
2020-05-05T00:00:00+00:00,SPY,101.986,102.1899,101.6945,101.8983,1000000,synthetic,1d
2020-05-06T00:00:00+00:00,SPY,102.0013,102.2053,101.7064,101.9102,1000000,synthetic,1d
2020-05-07T00:00:00+00:00,SPY,101.9332,102.1371,101.7186,101.9224,1000000,synthetic,1d
2020-05-08T00:00:00+00:00,SPY,101.8555,102.1389,101.6518,101.935,1000000,synthetic,1d
2020-05-11T00:00:00+00:00,SPY,101.8513,102.1519,101.6476,101.948,1000000,synthetic,1d
2020-05-12T00:00:00+00:00,SPY,101.9364,102.1653,101.7325,101.9614,1000000,synthetic,1d
2020-05-13T00:00:00+00:00,SPY,102.0449,102.249,101.7713,101.9752,1000000,synthetic,1d
2020-05-14T00:00:00+00:00,SPY,102.0899,102.2941,101.7856,101.9896,1000000,synthetic,1d
2020-05-15T00:00:00+00:00,SPY,102.0431,102.2472,101.8004,102.0044,1000000,synthetic,1d
2020-05-18T00:00:00+00:00,SPY,101.9613,102.2238,101.7573,102.0198,1000000,synthetic,1d
2020-05-19T00:00:00+00:00,SPY,101.9337,102.2397,101.7298,102.0356,1000000,synthetic,1d
2020-05-20T00:00:00+00:00,SPY,102.0004,102.2562,101.7964,102.0521,1000000,synthetic,1d
2020-05-21T00:00:00+00:00,SPY,102.1152,102.3194,101.8649,102.069,1000000,synthetic,1d
2020-05-22T00:00:00+00:00,SPY,102.1882,102.3925,101.8824,102.0866,1000000,synthetic,1d
2020-05-25T00:00:00+00:00,SPY,102.1684,102.3727,101.9005,102.1048,1000000,synthetic,1d
2020-05-26T00:00:00+00:00,SPY,102.0906,102.3277,101.8865,102.1235,1000000,synthetic,1d
2020-05-27T00:00:00+00:00,SPY,102.0437,102.3471,101.8396,102.1428,1000000,synthetic,1d
2020-05-28T00:00:00+00:00,SPY,102.0885,102.3671,101.8843,102.1628,1000000,synthetic,1d
2020-05-29T00:00:00+00:00,SPY,102.2022,102.4066,101.9789,102.1833,1000000,synthetic,1d
2020-06-01T00:00:00+00:00,SPY,102.2992,102.5038,102.0001,102.2045,1000000,synthetic,1d
2020-06-02T00:00:00+00:00,SPY,102.3097,102.5143,102.0218,102.2262,1000000,synthetic,1d
2020-06-03T00:00:00+00:00,SPY,102.244,102.4531,102.0396,102.2486,1000000,synthetic,1d
2020-06-04T00:00:00+00:00,SPY,102.1831,102.4761,101.9787,102.2715,1000000,synthetic,1d
2020-06-05T00:00:00+00:00,SPY,102.204,102.4996,101.9996,102.295,1000000,synthetic,1d
2020-06-08T00:00:00+00:00,SPY,102.3092,102.5238,102.1046,102.3191,1000000,synthetic,1d
2020-06-09T00:00:00+00:00,SPY,102.4241,102.629,102.1391,102.3438,1000000,synthetic,1d
2020-06-10T00:00:00+00:00,SPY,102.4658,102.6707,102.1643,102.369,1000000,synthetic,1d
2020-06-11T00:00:00+00:00,SPY,102.419,102.6238,102.19,102.3947,1000000,synthetic,1d
2020-06-12T00:00:00+00:00,SPY,102.3504,102.6258,102.1457,102.421,1000000,synthetic,1d
2020-06-15T00:00:00+00:00,SPY,102.3471,102.6526,102.1425,102.4477,1000000,synthetic,1d
2020-06-16T00:00:00+00:00,SPY,102.4369,102.6799,102.232,102.475,1000000,synthetic,1d
2020-06-17T00:00:00+00:00,SPY,102.5621,102.7673,102.2976,102.5026,1000000,synthetic,1d
2020-06-18T00:00:00+00:00,SPY,102.6331,102.8384,102.3257,102.5307,1000000,synthetic,1d
2020-06-19T00:00:00+00:00,SPY,102.6104,102.8156,102.3541,102.5592,1000000,synthetic,1d
2020-06-22T00:00:00+00:00,SPY,102.5409,102.7933,102.3358,102.5881,1000000,synthetic,1d
2020-06-23T00:00:00+00:00,SPY,102.5151,102.8225,102.3101,102.6173,1000000,synthetic,1d
2020-06-24T00:00:00+00:00,SPY,102.5836,102.8521,102.3784,102.6468,1000000,synthetic,1d
2020-06-25T00:00:00+00:00,SPY,102.7105,102.9159,102.4713,102.6766,1000000,synthetic,1d
2020-06-26T00:00:00+00:00,SPY,102.8066,103.0122,102.5013,102.7067,1000000,synthetic,1d
2020-06-29T00:00:00+00:00,SPY,102.811,103.0167,102.5315,102.737,1000000,synthetic,1d
2020-06-30T00:00:00+00:00,SPY,102.7475,102.973,102.542,102.7674,1000000,synthetic,1d
2020-07-01T00:00:00+00:00,SPY,102.7024,103.0036,102.497,102.798,1000000,synthetic,1d
2020-07-02T00:00:00+00:00,SPY,102.7453,103.0344,102.5398,102.8288,1000000,synthetic,1d
2020-07-03T00:00:00+00:00,SPY,102.865,103.0708,102.6539,102.8596,1000000,synthetic,1d
2020-07-06T00:00:00+00:00,SPY,102.9798,103.1858,102.6846,102.8904,1000000,synthetic,1d
2020-07-07T00:00:00+00:00,SPY,103.0125,103.2185,102.7154,102.9213,1000000,synthetic,1d
2020-07-08T00:00:00+00:00,SPY,102.9612,103.1671,102.7462,102.9521,1000000,synthetic,1d
2020-07-09T00:00:00+00:00,SPY,102.9015,103.1889,102.6957,102.9829,1000000,synthetic,1d
2020-07-10T00:00:00+00:00,SPY,102.9165,103.2196,102.7107,103.0136,1000000,synthetic,1d
2020-07-13T00:00:00+00:00,SPY,103.0206,103.2502,102.8146,103.0441,1000000,synthetic,1d
2020-07-14T00:00:00+00:00,SPY,103.1463,103.3526,102.8684,103.0745,1000000,synthetic,1d
2020-07-15T00:00:00+00:00,SPY,103.2058,103.4122,102.8985,103.1047,1000000,synthetic,1d
2020-07-16T00:00:00+00:00,SPY,103.1721,103.3784,102.9284,103.1346,1000000,synthetic,1d
2020-07-17T00:00:00+00:00,SPY,103.1037,103.3707,102.8975,103.1643,1000000,synthetic,1d
2020-07-20T00:00:00+00:00,SPY,103.0907,103.4001,102.8845,103.1937,1000000,synthetic,1d
2020-07-21T00:00:00+00:00,SPY,103.1721,103.4292,102.9657,103.2228,1000000,synthetic,1d
2020-07-22T00:00:00+00:00,SPY,103.2998,103.5064,103.045,103.2515,1000000,synthetic,1d
2020-07-23T00:00:00+00:00,SPY,103.3827,103.5895,103.0732,103.2798,1000000,synthetic,1d
2020-07-24T00:00:00+00:00,SPY,103.3706,103.5773,103.1011,103.3077,1000000,synthetic,1d
2020-07-27T00:00:00+00:00,SPY,103.3002,103.5418,103.0936,103.3351,1000000,synthetic,1d
2020-07-28T00:00:00+00:00,SPY,103.2614,103.5689,103.0549,103.3622,1000000,synthetic,1d
2020-07-29T00:00:00+00:00,SPY,103.3148,103.5954,103.1081,103.3887,1000000,synthetic,1d
2020-07-30T00:00:00+00:00,SPY,103.4356,103.6425,103.2079,103.4147,1000000,synthetic,1d
2020-07-31T00:00:00+00:00,SPY,103.5367,103.7438,103.2333,103.4402,1000000,synthetic,1d
2020-08-03T00:00:00+00:00,SPY,103.5486,103.7557,103.2582,103.4651,1000000,synthetic,1d
2020-08-04T00:00:00+00:00,SPY,103.4831,103.6965,103.2762,103.4895,1000000,synthetic,1d
2020-08-05T00:00:00+00:00,SPY,103.423,103.7204,103.2161,103.5134,1000000,synthetic,1d
2020-08-06T00:00:00+00:00,SPY,103.4453,103.7437,103.2384,103.5366,1000000,synthetic,1d
2020-08-07T00:00:00+00:00,SPY,103.551,103.7664,103.3439,103.5593,1000000,synthetic,1d
2020-08-10T00:00:00+00:00,SPY,103.6637,103.8711,103.3742,103.5813,1000000,synthetic,1d
2020-08-11T00:00:00+00:00,SPY,103.7001,103.9075,103.3956,103.6028,1000000,synthetic,1d
2020-08-12T00:00:00+00:00,SPY,103.6464,103.8537,103.4164,103.6236,1000000,synthetic,1d
2020-08-13T00:00:00+00:00,SPY,103.5711,103.8512,103.3639,103.6439,1000000,synthetic,1d
2020-08-14T00:00:00+00:00,SPY,103.5621,103.8709,103.355,103.6635,1000000,synthetic,1d
2020-08-17T00:00:00+00:00,SPY,103.6458,103.8899,103.4385,103.6826,1000000,synthetic,1d
2020-08-18T00:00:00+00:00,SPY,103.7627,103.9702,103.4936,103.701,1000000,synthetic,1d
2020-08-19T00:00:00+00:00,SPY,103.8224,104.03,103.5115,103.7189,1000000,synthetic,1d
2020-08-20T00:00:00+00:00,SPY,103.7863,103.9939,103.5287,103.7362,1000000,synthetic,1d
2020-08-21T00:00:00+00:00,SPY,103.7036,103.9604,103.4961,103.7529,1000000,synthetic,1d
2020-08-24T00:00:00+00:00,SPY,103.6656,103.9766,103.4583,103.7691,1000000,synthetic,1d
2020-08-25T00:00:00+00:00,SPY,103.7222,103.9923,103.5148,103.7847,1000000,synthetic,1d
2020-08-26T00:00:00+00:00,SPY,103.8358,104.0435,103.5922,103.7998,1000000,synthetic,1d
2020-08-27T00:00:00+00:00,SPY,103.9158,104.1236,103.6068,103.8144,1000000,synthetic,1d
2020-08-28T00:00:00+00:00,SPY,103.9021,104.1099,103.6209,103.8285,1000000,synthetic,1d
2020-08-31T00:00:00+00:00,SPY,103.8203,104.0499,103.6127,103.8422,1000000,synthetic,1d
2020-09-01T00:00:00+00:00,SPY,103.7582,104.0632,103.5507,103.8555,1000000,synthetic,1d
2020-09-02T00:00:00+00:00,SPY,103.7851,104.076,103.5775,103.8683,1000000,synthetic,1d
2020-09-03T00:00:00+00:00,SPY,103.8881,104.0959,103.673,103.8808,1000000,synthetic,1d
2020-09-04T00:00:00+00:00,SPY,103.984,104.192,103.6851,103.8929,1000000,synthetic,1d
2020-09-07T00:00:00+00:00,SPY,103.9958,104.2038,103.6968,103.9047,1000000,synthetic,1d
2020-09-08T00:00:00+00:00,SPY,103.9235,104.1314,103.7083,103.9162,1000000,synthetic,1d
2020-09-09T00:00:00+00:00,SPY,103.8441,104.1353,103.6364,103.9274,1000000,synthetic,1d
2020-09-10T00:00:00+00:00,SPY,103.8411,104.1463,103.6334,103.9384,1000000,synthetic,1d
2020-09-11T00:00:00+00:00,SPY,103.9273,104.1571,103.7195,103.9492,1000000,synthetic,1d
2020-09-14T00:00:00+00:00,SPY,104.0336,104.2417,103.752,103.9599,1000000,synthetic,1d
2020-09-15T00:00:00+00:00,SPY,104.072,104.2801,103.7625,103.9705,1000000,synthetic,1d
2020-09-16T00:00:00+00:00,SPY,104.017,104.225,103.773,103.9809,1000000,synthetic,1d
2020-09-17T00:00:00+00:00,SPY,103.9287,104.1993,103.7209,103.9913,1000000,synthetic,1d
2020-09-18T00:00:00+00:00,SPY,103.898,104.2097,103.6902,104.0017,1000000,synthetic,1d
2020-09-21T00:00:00+00:00,SPY,103.9627,104.2202,103.7548,104.0122,1000000,synthetic,1d
2020-09-22T00:00:00+00:00,SPY,104.0729,104.2811,103.8146,104.0226,1000000,synthetic,1d
2020-09-23T00:00:00+00:00,SPY,104.137,104.3453,103.8251,104.0332,1000000,synthetic,1d
2020-09-24T00:00:00+00:00,SPY,104.1058,104.314,103.8358,104.0439,1000000,synthetic,1d
2020-09-25T00:00:00+00:00,SPY,104.0178,104.2629,103.8098,104.0548,1000000,synthetic,1d
2020-09-28T00:00:00+00:00,SPY,103.964,104.274,103.7561,104.0658,1000000,synthetic,1d
2020-09-29T00:00:00+00:00,SPY,104.004,104.2853,103.796,104.0771,1000000,synthetic,1d
2020-09-30T00:00:00+00:00,SPY,104.1115,104.3198,103.8805,104.0887,1000000,synthetic,1d
2020-10-01T00:00:00+00:00,SPY,104.1984,104.4068,103.8923,104.1006,1000000,synthetic,1d
2020-10-02T00:00:00+00:00,SPY,104.1956,104.404,103.9045,104.1127,1000000,synthetic,1d
2020-10-05T00:00:00+00:00,SPY,104.117,104.3335,103.9088,104.1253,1000000,synthetic,1d
2020-10-06T00:00:00+00:00,SPY,104.0464,104.3465,103.8383,104.1382,1000000,synthetic,1d
2020-10-07T00:00:00+00:00,SPY,104.0606,104.3599,103.8525,104.1516,1000000,synthetic,1d
2020-10-08T00:00:00+00:00,SPY,104.1589,104.3737,103.9506,104.1653,1000000,synthetic,1d
2020-10-09T00:00:00+00:00,SPY,104.2636,104.4721,103.9712,104.1796,1000000,synthetic,1d
2020-10-12T00:00:00+00:00,SPY,104.2916,104.5002,103.9859,104.1943,1000000,synthetic,1d
2020-10-13T00:00:00+00:00,SPY,104.2306,104.4391,104.0012,104.2096,1000000,synthetic,1d
2020-10-14T00:00:00+00:00,SPY,104.1508,104.4338,103.9425,104.2254,1000000,synthetic,1d
2020-10-15T00:00:00+00:00,SPY,104.1401,104.4502,103.9318,104.2417,1000000,synthetic,1d
2020-10-16T00:00:00+00:00,SPY,104.2233,104.4671,104.0148,104.2586,1000000,synthetic,1d
2020-10-19T00:00:00+00:00,SPY,104.3395,104.5482,104.0675,104.276,1000000,synthetic,1d
2020-10-20T00:00:00+00:00,SPY,104.398,104.6068,104.0855,104.2941,1000000,synthetic,1d
2020-10-21T00:00:00+00:00,SPY,104.3615,104.5702,104.1041,104.3127,1000000,synthetic,1d
2020-10-22T00:00:00+00:00,SPY,104.2808,104.5406,104.0722,104.332,1000000,synthetic,1d
2020-10-23T00:00:00+00:00,SPY,104.2477,104.5606,104.0392,104.3519,1000000,synthetic,1d
2020-10-26T00:00:00+00:00,SPY,104.311,104.5811,104.1024,104.3723,1000000,synthetic,1d
2020-10-27T00:00:00+00:00,SPY,104.4314,104.6402,104.1847,104.3934,1000000,synthetic,1d
2020-10-28T00:00:00+00:00,SPY,104.5175,104.7265,104.2063,104.4152,1000000,synthetic,1d
2020-10-29T00:00:00+00:00,SPY,104.5102,104.7192,104.2286,104.4375,1000000,synthetic,1d
2020-10-30T00:00:00+00:00,SPY,104.4366,104.6694,104.2277,104.4604,1000000,synthetic,1d
2020-11-02T00:00:00+00:00,SPY,104.3855,104.693,104.1767,104.484,1000000,synthetic,1d
2020-11-03T00:00:00+00:00,SPY,104.4255,104.7172,104.2167,104.5081,1000000,synthetic,1d
2020-11-04T00:00:00+00:00,SPY,104.5421,104.7512,104.3238,104.5329,1000000,synthetic,1d
2020-11-05T00:00:00+00:00,SPY,104.6508,104.8601,104.349,104.5582,1000000,synthetic,1d
2020-11-06T00:00:00+00:00,SPY,104.6749,104.8842,104.3748,104.584,1000000,synthetic,1d
2020-11-09T00:00:00+00:00,SPY,104.616,104.8252,104.4012,104.6104,1000000,synthetic,1d
2020-11-10T00:00:00+00:00,SPY,104.5524,104.8466,104.3433,104.6373,1000000,synthetic,1d
2020-11-11T00:00:00+00:00,SPY,104.5674,104.8741,104.3583,104.6647,1000000,synthetic,1d
2020-11-12T00:00:00+00:00,SPY,104.6724,104.902,104.463,104.6926,1000000,synthetic,1d
2020-11-13T00:00:00+00:00,SPY,104.7965,105.0061,104.5115,104.721,1000000,synthetic,1d
2020-11-16T00:00:00+00:00,SPY,104.8516,105.0614,104.5403,104.7498,1000000,synthetic,1d
2020-11-17T00:00:00+00:00,SPY,104.8135,105.0232,104.5694,104.779,1000000,synthetic,1d
2020-11-18T00:00:00+00:00,SPY,104.7439,105.0181,104.5345,104.8085,1000000,synthetic,1d
2020-11-19T00:00:00+00:00,SPY,104.734,105.0481,104.5246,104.8384,1000000,synthetic,1d
2020-11-20T00:00:00+00:00,SPY,104.8204,105.0784,104.6108,104.8686,1000000,synthetic,1d
2020-11-23T00:00:00+00:00,SPY,104.9514,105.1613,104.6893,104.8991,1000000,synthetic,1d
2020-11-24T00:00:00+00:00,SPY,105.0347,105.2448,104.72,104.9299,1000000,synthetic,1d
2020-11-25T00:00:00+00:00,SPY,105.0218,105.2318,104.7509,104.9608,1000000,synthetic,1d
2020-11-26T00:00:00+00:00,SPY,104.953,105.202,104.7431,104.992,1000000,synthetic,1d
2020-11-27T00:00:00+00:00,SPY,104.9202,105.2333,104.7103,105.0233,1000000,synthetic,1d
2020-11-30T00:00:00+00:00,SPY,104.9822,105.2648,104.7723,105.0547,1000000,synthetic,1d
2020-12-01T00:00:00+00:00,SPY,105.1111,105.3213,104.876,105.0862,1000000,synthetic,1d
2020-12-02T00:00:00+00:00,SPY,105.2171,105.4275,104.9075,105.1177,1000000,synthetic,1d
2020-12-03T00:00:00+00:00,SPY,105.2318,105.4422,104.9389,105.1492,1000000,synthetic,1d
2020-12-04T00:00:00+00:00,SPY,105.1705,105.3911,104.9602,105.1807,1000000,synthetic,1d
2020-12-07T00:00:00+00:00,SPY,105.1185,105.4226,104.9083,105.2122,1000000,synthetic,1d
2020-12-08T00:00:00+00:00,SPY,105.1525,105.454,104.9422,105.2435,1000000,synthetic,1d
2020-12-09T00:00:00+00:00,SPY,105.27,105.4852,105.0595,105.2747,1000000,synthetic,1d
2020-12-10T00:00:00+00:00,SPY,105.3917,105.6024,105.095,105.3057,1000000,synthetic,1d
2020-12-11T00:00:00+00:00,SPY,105.4341,105.6449,105.1258,105.3364,1000000,synthetic,1d
2020-12-14T00:00:00+00:00,SPY,105.3865,105.5972,105.1563,105.367,1000000,synthetic,1d
2020-12-15T00:00:00+00:00,SPY,105.3206,105.6081,105.11,105.3973,1000000,synthetic,1d
2020-12-16T00:00:00+00:00,SPY,105.3249,105.6381,105.1143,105.4272,1000000,synthetic,1d
2020-12-17T00:00:00+00:00,SPY,105.4229,105.6678,105.2121,105.4568,1000000,synthetic,1d
2020-12-18T00:00:00+00:00,SPY,105.5518,105.7629,105.2751,105.4861,1000000,synthetic,1d
2020-12-21T00:00:00+00:00,SPY,105.6199,105.8312,105.3039,105.5149,1000000,synthetic,1d
2020-12-22T00:00:00+00:00,SPY,105.5911,105.8023,105.3323,105.5434,1000000,synthetic,1d
2020-12-23T00:00:00+00:00,SPY,105.5179,105.7825,105.3068,105.5713,1000000,synthetic,1d
2020-12-24T00:00:00+00:00,SPY,105.4933,105.81,105.2823,105.5988,1000000,synthetic,1d
2020-12-25T00:00:00+00:00,SPY,105.5653,105.8371,105.3541,105.6258,1000000,synthetic,1d
2020-12-28T00:00:00+00:00,SPY,105.6924,105.9038,105.441,105.6523,1000000,synthetic,1d
2020-12-29T00:00:00+00:00,SPY,105.7822,105.9938,105.4669,105.6783,1000000,synthetic,1d
2020-12-30T00:00:00+00:00,SPY,105.7759,105.9874,105.4922,105.7036,1000000,synthetic,1d
2020-12-31T00:00:00+00:00,SPY,105.7025,105.9399,105.4911,105.7285,1000000,synthetic,1d
2021-01-01T00:00:00+00:00,SPY,105.6524,105.9642,105.4411,105.7527,1000000,synthetic,1d
2021-01-04T00:00:00+00:00,SPY,105.6939,105.9879,105.4825,105.7763,1000000,synthetic,1d
2021-01-05T00:00:00+00:00,SPY,105.8106,106.0222,105.5878,105.7994,1000000,synthetic,1d
